L,O,1
1500.0,-6.16,-42.54
1500.01,-6.17,-42.53
1500.02,-6.21,-42.47
1500.03,-6.25,-42.46
1500.04,-6.29,-42.41
1500.05,-6.3,-42.38
1500.06,-6.3,-42.3
1500.07,-6.31,-42.27
1500.08,-6.32,-42.23
1500.09,-6.36,-42.22
1500.1,-6.37,-42.18
1500.11,-6.33,-42.3
1500.12,-6.35,-42.2
1500.13,-6.36,-42.2
1500.14,-6.39,-42.18
1500.15,-6.37,-42.22
1500.16,-6.36,-42.19
1500.17,-6.35,-42.19
1500.18,-6.33,-42.22
1500.19,-6.33,-42.2
1500.2,-6.32,-42.2
1500.21,-6.3,-42.17
1500.22,-6.3,-42.21
1500.23,-6.32,-42.18
1500.24,-6.3,-42.2
1500.25,-6.3,-42.27
1500.26,-6.3,-42.28
1500.27,-6.3,-42.14
1500.28,-6.32,-42.2
1500.29,-6.31,-42.25
1500.3,-6.3,-42.2
1500.31,-6.99,-41.99
1500.32,-7.15,-42.14
1500.33,-6.88,-42.18
1500.34,-6.69,-42.21
1500.35,-6.57,-42.24
1500.36,-6.52,-42.26
1500.37,-6.45,-42.34
1500.38,-6.4,-42.37
1500.39,-6.37,-42.37
1500.4,-6.37,-42.51
1500.41,-6.43,-42.43
1500.42,-6.5,-42.53
1500.43,-6.54,-42.51
1500.44,-6.57,-42.57
1500.45,-6.6,-42.65
1500.46,-6.65,-42.74
1500.47,-6.67,-42.82
1500.48,-6.67,-42.79
1500.49,-6.66,-42.85
1500.5,-6.66,-42.87
1500.51,-6.68,-42.9
1500.52,-6.7,-42.89
1500.53,-6.71,-42.92
1500.54,-6.66,-42.99
1500.55,-6.68,-43.07
1500.56,-6.85,-43.39
1500.57,-6.87,-43.5
1500.58,-6.84,-43.59
1500.59,-6.8,-43.57
1500.6,-6.78,-43.73
1500.61,-6.73,-43.84
1500.62,-6.67,-43.84
1500.63,-6.64,-43.92
1500.64,-6.6,-43.85
1500.65,-6.58,-44.01
1500.66,-6.53,-44.06
1500.67,-6.49,-44.21
1500.68,-6.46,-44.17
1500.69,-6.44,-44.16
1500.7,-6.41,-44.32
1500.71,-6.4,-44.22
1500.72,-6.38,-44.32
1500.73,-6.4,-44.38
1500.74,-6.43,-44.33
1500.75,-6.44,-44.36
1500.76,-6.46,-44.43
1500.77,-6.5,-44.31
1500.78,-6.55,-44.39
1500.79,-6.52,-44.41
1500.8,-6.57,-44.4
1500.81,-6.65,-44.37
1500.82,-6.68,-44.38
1500.83,-6.66,-44.38
1500.84,-6.63,-44.36
1500.85,-6.48,-44.47
1500.86,-6.35,-44.53
1500.87,-6.28,-44.57
1500.88,-6.24,-44.52
1500.89,-6.23,-44.55
1500.9,-6.21,-44.46
1500.91,-6.15,-44.55
1500.92,-6.12,-44.49
1500.93,-6.09,-44.38
1500.94,-6.08,-44.27
1500.95,-6.08,-44.22
1500.96,-6.09,-44.18
1500.97,-6.06,-44.12
1500.98,-6.06,-44.03
1500.99,-6.08,-43.97
1501.0,-6.12,-43.89
1501.01,-6.15,-43.82
1501.02,-6.16,-43.79
1501.03,-6.16,-43.67
1501.04,-6.19,-43.55
1501.05,-6.26,-43.52
1501.06,-6.3,-43.44
1501.07,-6.32,-43.44
1501.08,-6.35,-43.32
1501.09,-6.43,-43.18
1501.1,-6.56,-43.15
1501.11,-6.67,-43.06
1501.12,-6.72,-42.99
1501.13,-6.78,-42.87
1501.14,-6.82,-42.88
1501.15,-6.93,-42.82
1501.16,-7.01,-42.76
1501.17,-7.02,-42.72
1501.18,-7.03,-42.67
1501.19,-7.06,-42.58
1501.2,-7.09,-42.52
1501.21,-7.1,-42.45
1501.22,-7.09,-42.37
1501.23,-7.05,-42.34
1501.24,-7.02,-42.28
1501.25,-7.01,-42.23
1501.26,-7.01,-42.14
1501.27,-6.97,-42.13
1501.28,-6.92,-42.07
1501.29,-6.87,-42.14
1501.3,-6.84,-42.02
1501.31,-6.81,-41.96
1501.32,-6.8,-41.92
1501.33,-6.74,-41.88
1501.34,-6.69,-41.8
1501.35,-6.63,-41.77
1501.36,-6.58,-41.83
1501.37,-6.61,-41.78
1501.38,-6.6,-41.77
1501.39,-6.52,-41.8
1501.4,-6.45,-41.78
1501.41,-6.44,-41.74
1501.42,-6.46,-41.76
1501.43,-6.47,-41.67
1501.44,-6.43,-41.67
1501.45,-6.4,-41.67
1501.46,-6.35,-41.68
1501.47,-6.29,-41.6
1501.48,-6.27,-41.64
1501.49,-6.25,-41.64
1501.5,-6.21,-41.65
1501.51,-6.17,-41.63
1501.52,-6.16,-41.66
1501.53,-6.16,-41.58
1501.54,-6.16,-41.71
1501.55,-6.1,-41.77
1501.56,-6.03,-41.78
1501.57,-5.96,-41.88
1501.58,-5.89,-41.8
1501.59,-5.8,-41.91
1501.6,-5.73,-41.9
1501.61,-5.63,-41.9
1501.62,-5.52,-41.93
1501.63,-5.46,-41.96
1501.64,-5.45,-42.1
1501.65,-5.41,-42.15
1501.66,-5.37,-42.17
1501.67,-5.36,-42.21
1501.68,-5.38,-42.33
1501.69,-5.46,-42.34
1501.7,-5.57,-42.44
1501.71,-5.73,-42.45
1501.72,-5.93,-42.41
1501.73,-6.11,-42.5
1501.74,-6.26,-42.56
1501.75,-6.37,-42.6
1501.76,-6.44,-42.58
1501.77,-6.45,-42.73
1501.78,-6.45,-42.71
1501.79,-6.49,-42.69
1501.8,-6.51,-42.73
1501.81,-6.49,-42.84
1501.82,-6.48,-42.84
1501.83,-6.44,-42.92
1501.84,-6.42,-42.98
1501.85,-6.44,-43.07
1501.86,-6.44,-43.13
1501.87,-6.44,-43.17
1501.88,-6.44,-43.23
1501.89,-6.41,-43.45
1501.9,-6.42,-43.39
1501.91,-6.43,-43.49
1501.92,-6.42,-43.62
1501.93,-6.42,-43.7
1501.94,-6.43,-43.8
1501.95,-6.44,-43.96
1501.96,-6.44,-44.04
1501.97,-6.43,-44.12
1501.98,-6.44,-44.2
1501.99,-6.44,-44.28
1502.0,-6.45,-44.33
1502.01,-6.44,-44.38
1502.02,-6.41,-44.47
1502.03,-6.38,-44.49
1502.04,-6.37,-44.56
1502.05,-6.37,-44.59
1502.06,-6.38,-44.62
1502.07,-6.57,-44.54
1502.08,-6.71,-44.52
1502.09,-6.66,-44.58
1502.1,-6.63,-44.55
1502.11,-6.59,-44.63
1502.12,-6.57,-44.56
1502.13,-6.52,-44.61
1502.14,-6.46,-44.61
1502.15,-6.41,-44.62
1502.16,-6.37,-44.62
1502.17,-6.35,-44.56
1502.18,-6.31,-44.61
1502.19,-6.28,-44.57
1502.2,-6.23,-44.57
1502.21,-6.19,-44.53
1502.22,-6.16,-44.38
1502.23,-6.11,-44.43
1502.24,-6.09,-44.24
1502.25,-6.05,-44.31
1502.26,-6.03,-44.13
1502.27,-6.01,-44.02
1502.28,-5.97,-44.0
1502.29,-5.96,-43.82
1502.3,-5.99,-43.77
1502.31,-6.03,-43.74
1502.32,-6.07,-43.71
1502.33,-6.11,-43.67
1502.34,-6.16,-43.64
1502.35,-6.23,-43.6
1502.36,-6.44,-43.44
1502.37,-6.38,-43.32
1502.38,-6.3,-43.32
1502.39,-6.19,-43.29
1502.4,-6.05,-43.24
1502.41,-5.95,-43.26
1502.42,-5.86,-43.22
1502.43,-5.73,-43.16
1502.44,-5.69,-43.24
1502.45,-5.73,-43.03
1502.46,-5.69,-43.03
1502.47,-5.61,-43.04
1502.48,-5.57,-42.92
1502.49,-5.56,-42.87
1502.5,-5.58,-42.74
1502.51,-5.59,-42.71
1502.52,-5.64,-42.66
1502.53,-5.72,-42.56
1502.54,-5.79,-42.49
1502.55,-5.87,-42.38
1502.56,-5.96,-42.21
1502.57,-6.06,-42.15
1502.58,-6.16,-42.08
1502.59,-6.23,-42.04
1502.6,-6.27,-42.01
1502.61,-6.31,-41.91
1502.62,-6.39,-41.83
1502.63,-6.45,-41.82
1502.64,-6.47,-41.76
1502.65,-6.48,-41.76
1502.66,-6.49,-41.59
1502.67,-6.5,-41.57
1502.68,-6.55,-41.56
1502.69,-6.57,-41.54
1502.7,-6.54,-41.53
1502.71,-6.55,-41.54
1502.72,-6.53,-41.58
1502.73,-6.54,-41.47
1502.74,-6.53,-41.52
1502.75,-6.51,-41.48
1502.76,-6.48,-41.51
1502.77,-6.44,-41.51
1502.78,-6.42,-41.47
1502.79,-6.41,-41.48
1502.8,-6.39,-41.51
1502.81,-6.37,-41.5
1502.82,-6.33,-41.61
1502.83,-6.31,-41.53
1502.84,-6.3,-41.5
1502.85,-6.31,-41.48
1502.86,-6.29,-41.47
1502.87,-6.27,-41.46
1502.88,-6.24,-41.51
1502.89,-6.23,-41.51
1502.9,-6.24,-41.48
1502.91,-6.23,-41.55
1502.92,-6.2,-41.48
1502.93,-6.16,-41.58
1502.94,-6.22,-41.6
1502.95,-6.32,-41.68
1502.96,-6.44,-41.8
1502.97,-6.39,-41.9
1502.98,-6.35,-42.04
1502.99,-6.33,-41.98
1503.0,-6.3,-42.01
1503.01,-6.26,-42.2
1503.02,-6.22,-42.12
1503.03,-6.18,-42.24
1503.04,-6.14,-42.32
1503.05,-6.08,-42.33
1503.06,-6.06,-42.4
1503.07,-6.05,-42.48
1503.08,-6.05,-42.48
1503.09,-6.05,-42.59
1503.1,-6.05,-42.6
1503.11,-6.03,-42.81
1503.12,-5.53,-42.78
1503.13,-5.56,-42.81
1503.14,-5.54,-42.92
1503.15,-5.49,-42.98
1503.16,-5.42,-43.07
1503.17,-5.32,-43.16
1503.18,-5.14,-43.22
1503.19,-5.08,-43.32
1503.2,-5.08,-43.4
1503.21,-5.08,-43.49
1503.22,-5.09,-43.6
1503.23,-5.17,-43.69
1503.24,-5.33,-43.76
1503.25,-5.55,-43.86
1503.26,-5.84,-43.91
1503.27,-6.13,-44.01
1503.28,-6.34,-44.12
1503.29,-6.48,-44.17
1503.3,-6.55,-44.29
1503.31,-6.58,-44.33
1503.32,-6.59,-44.32
1503.33,-6.61,-44.4
1503.34,-6.62,-44.38
1503.35,-6.58,-44.4
1503.36,-6.59,-44.47
1503.37,-6.6,-44.43
1503.38,-6.62,-44.5
1503.39,-6.58,-44.48
1503.4,-6.58,-44.46
1503.41,-6.58,-44.54
1503.42,-6.57,-44.51
1503.43,-6.57,-44.53
1503.44,-6.55,-44.53
1503.45,-6.51,-44.57
1503.46,-6.49,-44.59
1503.47,-6.48,-44.51
1503.48,-6.49,-44.57
1503.49,-7.01,-44.33
1503.5,-7.12,-44.37
1503.51,-7.03,-44.52
1503.52,-6.93,-44.31
1503.53,-6.87,-44.29
1503.54,-6.81,-44.25
1503.55,-6.77,-44.28
1503.56,-6.71,-44.21
1503.57,-6.66,-44.24
1503.58,-6.62,-44.14
1503.59,-6.58,-44.12
1503.6,-6.57,-44.02
1503.61,-6.53,-43.89
1503.62,-6.5,-43.8
1503.63,-6.46,-43.59
1503.64,-6.43,-43.59
1503.65,-6.38,-43.54
1503.66,-6.37,-43.41
1503.67,-6.34,-43.23
1503.68,-6.3,-43.17
1503.69,-6.26,-43.18
1503.7,-6.23,-43.13
1503.71,-6.19,-43.04
1503.72,-6.17,-42.99
1503.73,-6.13,-42.92
1503.74,-6.09,-42.84
1503.75,-6.04,-42.92
1503.76,-6.01,-42.8
1503.77,-5.99,-42.79
1503.78,-5.98,-42.69
1503.79,-5.91,-42.64
1503.8,-5.87,-42.55
1503.81,-5.87,-42.47
1503.82,-5.98,-42.23
1503.83,-5.98,-42.15
1503.84,-5.95,-42.11
1503.85,-5.94,-42.05
1503.86,-5.94,-41.94
1503.87,-5.94,-41.88
1503.88,-5.96,-41.76
1503.89,-5.92,-41.73
1503.9,-5.82,-41.65
1503.91,-5.72,-41.62
1503.92,-5.63,-41.57
1503.93,-5.52,-41.62
1503.94,-5.36,-41.58
1503.95,-5.27,-41.48
1503.96,-5.24,-41.51
1503.97,-5.24,-41.43
1503.98,-5.26,-41.45
1503.99,-5.27,-41.39
1504.0,-5.34,-41.43
1504.01,-5.47,-41.32
1504.02,-5.51,-41.32
1504.03,-5.55,-41.33
1504.04,-5.58,-41.34
1504.05,-5.62,-41.34
1504.06,-5.72,-41.32
1504.07,-5.96,-41.26
1504.08,-6.17,-41.27
1504.09,-6.36,-41.25
1504.1,-6.51,-41.23
1504.11,-6.61,-41.26
1504.12,-6.63,-41.25
1504.13,-6.65,-41.21
1504.14,-6.64,-41.18
1504.15,-6.6,-41.19
1504.16,-6.61,-41.22
1504.17,-6.6,-41.17
1504.18,-6.6,-41.19
1504.19,-6.6,-41.24
1504.2,-6.6,-41.2
1504.21,-6.59,-41.16
1504.22,-6.58,-41.2
1504.23,-6.58,-41.26
1504.24,-6.57,-41.22
1504.25,-6.56,-41.22
1504.26,-6.53,-41.25
1504.27,-6.51,-41.26
1504.28,-6.5,-41.46
1504.29,-6.51,-41.43
1504.3,-6.5,-41.5
1504.31,-6.48,-41.6
1504.32,-6.46,-41.62
1504.33,-6.43,-41.69
1504.34,-6.44,-41.72
1504.35,-6.44,-41.78
1504.36,-6.43,-41.83
1504.37,-6.38,-41.97
1504.38,-6.35,-41.98
1504.39,-6.33,-42.0
1504.4,-6.33,-42.14
1504.41,-6.32,-42.19
1504.42,-6.35,-42.21
1504.43,-6.7,-42.39
1504.44,-6.63,-42.49
1504.45,-6.56,-42.57
1504.46,-6.52,-42.65
1504.47,-6.49,-42.75
